id_transfermarkt,nombre_transfermarkt,posicion_transfermarkt,id_fbref,mejor_nombre_fbref,mejor_score
139535,ignacio lores varela,Medio,eb786cfa,geronimo plada,47
871893,martin suarez,Medio,e153abcc,santiago martinez,60
664086,lucas lopes,Medio,b67f6961,leonardo pais,42
821578,geronimo plada,Delantero,9be7ace2,nicolas quagliata,45
368693,francisco tinaglini,Portero,556f8f36,gaston olveira,36
206680,ivan silva,Defensa,3d04af76,facundo silvera,64
747810,tiago galletto,Defensa,1354bcbc,gonzalo viera,52
829475,jair ferreira,Defensa,7131d76d,joaquin fernandez,53
435983,marcos montiel,Medio,484ebdb0,matias arezo,54
248154,adrian leites,Delantero,62ebdd93,juan manuel olivera,44
513480,cristian martin,Delantero,2f83d9b2,matias alonso,50
835470,damian silva,Medio,ed4370e4,damian silva,100
657748,matias ocampo,Delantero,09589e00,alvaro navarro,37
171949,mathias cubero,Portero,96f315c8,jonathan cubero,76
294889,franco pizzichillo,Defensa,ed4ea6c4,franco maya,71
600362,gabriel morales,Medio,8949939b,dario pereira,43
671950,lucas rodriguez,Delantero,635673b2,rodrigo de olivera,55
428250,alejandro della nave,Delantero,7bc32912,leandro otormin,51
605486,luis fernando caicedo,Delantero,0bd0c334,sergio blanco,41
125215,ronaldo conceicao,Defensa,58d73304,leo coelho,52
227914,andres barboza,Defensa,c13aeb6e,adrian argacha,50
553849,christian valenzuela,Defensa,c13aeb6e,adrian argacha,41
745241,agustin alfaro,Defensa,c13aeb6e,adrian argacha,43
458751,alvaro fernandez,Delantero,fbe21a09,carlos fernandez,81
481269,juan pereyra,Delantero,84ff9413,ignacio pereira,59
733057,bruno scorza,Delantero,6139c0e4,nicolas ruiz,42
821656,lucas greno,Defensa,fa6cf847,lucas rodrigues,62
370532,elias umeres,Medio,aed2bf42,elias oyola,62
801470,martin taberne,Medio,fab1d9a2,agustin miranda,48
322657,axel fernandez,Delantero,306e2107,elias umeres,46
341467,ramiro quintana,Delantero,7b0ce07c,joaquin wigman,41
584427,kevin lewis,Defensa,1fc474ae,giovanni gonzalez,36
57834,maximiliano pereira,Defensa,6e592fa4,maxi pereira,77
117934,marcel novick,Medio,0c463c70,hernan novick,63
650221,denis olivera,Delantero,d3d89d8d,david terans,48
841279,jorge campuzano,Portero,25998a91,jose aquino,62
752551,gustavo navarro,Defensa,c34b8ae3,gustavo galeano,73
752611,baixo,Defensa,2dbf8f4c,victor barrios,42
752614,hector villamayor,Medio,18aa4f61,osmar molinas,40
827001,diego velazquez,Medio,794bbd3e,diego armando miranda,50
799042,derlis martinez,Delantero,c98a821e,jose ariel nunez,45
740962,derlis mereles,Delantero,47b94865,junior marabel,43
444537,miguel ovejero,Delantero,f5db7b6d,fabian ovejero,67
817161,nicolas rojas,Medio,3d2745d1,nicolas dure,74
795958,walter gaona,Delantero,5a906ce0,marcelo gonzalez,50
531630,matias soler,Portero,07c1d7b9,santiago amorin,44
672131,emanuel rodriguez,Portero,618bc5a1,guillermo centurion,44
760954,facundo cancela,Portero,036d112d,facundo silva,71
660526,leonardo machado,Portero,618bc5a1,guillermo centurion,40
574896,federico larrosa,Defensa,3d45ba98,mauro fernandez,52
575987,emilio jara,Defensa,7acc40e4,emiliano albin,48
673179,carlos emery,Defensa,a432ef6a,carlos santucho,67
800801,mauro moreira,Defensa,3d45ba98,mauro fernandez,64
59300,julio mozzo,Defensa,7acc40e4,emiliano albin,40
676399,german gutierrez,Defensa,731a6096,daniel perez,50
125073,silvio dorrego,Defensa,dc9469ef,santiago merlo,43
406759,juan nunez,Defensa,731a6096,daniel perez,45
216252,gabriel de leon,Defensa,83481bde,gabriel acevedo,73
381071,nicolas paterno,Medio,0d479b47,mathias riquero,47
577108,facundo segovia,Medio,94757fe3,leandro silva,57
578422,juan godino,Medio,45353794,yhojan diaz,55
673178,juan viera,Medio,63251f71,dennis olivera,50
76688,diego ferreira,Medio,63251f71,dennis olivera,43
674894,pablo muscarelli,Medio,e8904b77,gabriel albin,48
580705,anthony rijo,Medio,e9bde4cc,jonathan rios,64
585138,lucas gonzalez,Medio,495964bb,gustavo aprile,43
294887,john pintos,Medio,e9bde4cc,jonathan rios,67
672132,cristhian tizon,Delantero,71c51ee9,santiago ramirez,52
674895,federico mautone,Delantero,a86a03e3,nicolas nunez,48
76616,darwin ramirez,Delantero,71c51ee9,santiago ramirez,67
653600,rafael melo,Delantero,de1278eb,emiliano ghan,42
125545,miguel puglia,Delantero,de1278eb,emiliano ghan,46
497002,emiliano coitino,Delantero,de1278eb,emiliano ghan,76
821669,jorge sanabria,Portero,05dc7e9c,ignacio don,40
752331,rosalino toledo,Medio,7b5025da,rosalino toledo,100
752510,carlos duarte,Delantero,f25d9688,carlos duarte,100
16911,kasper schmeichel,Portero,c924b17d,mads hermansen,32
2857,eldin jakupovic,Portero,d3ce0e89,danny ward,32
320141,caglar soyuncu,Defensa,8ec109e6,caleb okoli,40
293168,filip benkovic,Defensa,7be10897,benjamin nelson,41
214056,daniel amartey,Defensa,7be10897,benjamin nelson,41
67252,ryan bennett,Defensa,7be10897,benjamin nelson,44
10003,wes morgan,Defensa,7be10897,benjamin nelson,40
314372,darnell johnson,Defensa,7be10897,benjamin nelson,47
316125,ben chilwell,Defensa,7be10897,benjamin nelson,44
129588,dennis praet,Medio,6b47c5db,wilfred ndidi,40
73522,matty james,Medio,b2c66859,kasey mcateer,50
475188,kiernan dewsbury-hall,Medio,7d2d3329,hamza choudhury,44
61560,marc albrighton,Medio,ae59b359,boubakary soumare,38
246579,bartosz kapustka,Medio,f7042636,bilal el khannouss,41
298240,george thomas,Medio,fc027d02,luke thomas,71
292417,demarai gray,Delantero,45963054,jamie vardy,43
246968,ayoze perez,Delantero,da052c14,jordan ayew,45
295330,kelechi iheanacho,Delantero,4506aec5,thomas cannon,33
420808,george hirst,Delantero,0562b7f1,odsonne edouard,37
51321,darren randolph,Portero,2f965a72,alphonse areola,40
15930,david martin,Portero,2f965a72,alphonse areola,30
576099,joseph anang,Portero,9328b835,łukasz fabianski,36
48002,angelo ogbonna,Defensa,88f130ed,jean-clair todibo,39
37526,winston reid,Defensa,8b3ab7ad,edson alvarez,48
181380,arthur masuaku,Defensa,9e525177,aaron wan-bissaka,39
140191,ryan fredericks,Defensa,e0bc6fdc,emerson palmieri,39
20007,pablo zabaleta,Defensa,9e525177,aaron wan-bissaka,39
468002,ben johnson,Defensa,8b3ab7ad,edson alvarez,42
357662,declan rice,Medio,07802f7f,danny ings,48
419025,conor coventry,Medio,fed17f5a,carlos soler,46
31835,mark noble,Medio,fed17f5a,carlos soler,55
74223,jack wilshere,Medio,3515d404,james ward-prowse,47
423571,alfie lewis,Medio,242e5e6d,oliver scarles,56
476367,bernardo rosa,Medio,79c84d1c,jarrod bowen,56
396857,dan kemp,Medio,07802f7f,danny ings,44
337321,nathan holland,Delantero,ac05f970,michail antonio,34
69015,andriy yarmolenko,Delantero,fed17f5a,carlos soler,41
22614,robert snodgrass,Delantero,fed17f5a,carlos soler,43
195906,albian ajeti,Delantero,ac05f970,michail antonio,44
17965,hugo lloris,Portero,77d6fd4d,guglielmo vicario,50
26276,michel vorm,Portero,77d6fd4d,guglielmo vicario,43
282823,alfie whiteman,Portero,77d6fd4d,guglielmo vicario,39
341429,davinson sanchez,Defensa,9bc9a519,djed spence,44
42710,toby alderweireld,Defensa,f58515f5,archie gray,43
43250,jan vertonghen,Defensa,a3d94a58,cristian romero,41
346478,japhet tanganga,Defensa,f58515f5,archie gray,46
341049,cameron carter-vickers,Defensa,44781702,ben davies,50
554173,malachi fagan-walcott,Defensa,3478fa17,malachi hardy,70
392775,ryan sessegnon,Defensa,a3d94a58,cristian romero,41
50174,danny rose,Defensa,7cd520e8,destiny udogie,50
568006,dennis cirkin,Defensa,a3d94a58,cristian romero,43
127032,serge aurier,Defensa,f58515f5,archie gray,52
480763,juan foyth,Defensa,8fe2a392,micky van de ven,31
406638,oliver skipp,Medio,ba08056d,alfie devine,42
77760,victor wanyama,Medio,49fe9070,timo werner,40
581598,harvey white,Medio,f58515f5,archie gray,43
450936,tanguy ndombele,Medio,3b8674e6,rodrigo bentancur,38
348795,giovani lo celso,Medio,ee38d9c5,james maddison,40
46001,moussa sissoko,Medio,ee38d9c5,james maddison,43
207929,dele alli,Medio,ba08056d,alfie devine,67
215679,georges-kevin n'koudou,Delantero,92e7e919,son heung-min,46
111630,erik lamela,Delantero,00953a9d,mikey moore,45
552655,troy parrott,Delantero,35516eac,wilson odobert,31
27486,kiko casilla,Portero,6b625ac2,illan meslier,48
237632,kamil miazek,Portero,6b625ac2,illan meslier,48
421873,elia caprile,Portero,6b625ac2,illan meslier,48
332337,will huffer,Portero,1a5e36e7,alex cairns,27
75067,liam cooper,Defensa,1bf811d4,sam byram,40
255626,conor shaughnessy,Defensa,3b9bf650,james debayo,34
559800,oliver casey,Defensa,4b803b3c,maximilian wober,36
129604,ezgjan alioski,Defensa,ae5019e6,jayden bogle,38
91854,barry douglas,Defensa,3b9bf650,james debayo,48
596446,leif davis,Defensa,3b9bf650,james debayo,36
335721,ben white,Defensa,ae5019e6,jayden bogle,38
67420,luke ayling,Defensa,4b803b3c,maximilian wober,44
534700,jamie shackleton,Defensa,8d62d31a,joe rodon,40
43084,gaetano berardi,Defensa,ae5019e6,jayden bogle,44
529746,bryce hosannah,Defensa,1bf811d4,sam byram,43
351749,kalvin phillips,Medio,1fc4f3d1,ilia gruev,40
126412,ouasim bouy,Medio,e6c43eec,josuha guilavogui,43
471368,alfie mccalmont,Medio,e8392083,charlie crew,44
121257,adam forshaw,Medio,10b9fa99,ethan ampadu,42
92738,mateusz klich,Medio,01962d0d,joe gelhardt,40
534698,robbie gotts,Medio,1f0072a6,joel piroe,45
158764,stuart dallas,Medio,10b9fa99,ethan ampadu,40
296986,tyler roberts,Medio,c64c01fc,georginio rutter,48
533913,jordan stevens,Medio,5bc43860,brenden aaronson,40
431475,mateusz bogusz,Medio,1fc4f3d1,ilia gruev,33
559794,jack clarke,Delantero,cc9256ef,largie ramazani,46
173900,helder costa,Delantero,f8b9b94d,isaac schmidt,40
46220,pablo hernandez,Delantero,30b33655,samuel chambers,40
392763,ian poveda,Delantero,1f0072a6,joel piroe,40
340324,eddie nketiah,Delantero,c931d9f9,daniel james,40
264956,jean-kevin augustin,Delantero,cc9256ef,largie ramazani,41
427568,aaron ramsdale,Portero,fe558029,mark travers,46
15220,artur boruc,Portero,fe558029,mark travers,43
90836,steve cook,Defensa,35141f4c,marcos senesi,52
480116,lloyd kelly,Defensa,ed46ab76,maxwell wellings,44
480987,chris mepham,Defensa,774cf58b,max aarons,45
419930,jack simpson,Defensa,87278bce,dean huijsen,42
435765,corey jordan,Defensa,8f4541c2,julian araujo,40
61819,charlie daniels,Defensa,69942fb3,james hill,48
13573,simon francis,Defensa,35141f4c,marcos senesi,46
648699,brennan camp,Defensa,774cf58b,max aarons,36
655173,brooklyn genesini,Defensa,35141f4c,marcos senesi,53
391132,matt butcher,Medio,26ce2263,ryan christie,40
44983,dan gosling,Medio,e4238fb1,jaidon anthony,40
29975,andrew surman,Medio,26ce2263,ryan christie,46
611906,nnamdi ofoborh,Medio,570bb4b9,hamed junior traore,42
469064,gavin kilkenny,Medio,4c3a6744,justin kluivert,41
562254,kyle taylor,Medio,2b09d998,tyler adams,45
91059,joshua king,Delantero,4c3a6744,justin kluivert,38
87672,junior stanislas,Delantero,570bb4b9,hamed junior traore,55
365770,alexandru dobre,Delantero,570bb4b9,hamed junior traore,47
195652,jordon ibe,Delantero,03edb878,daniel jebbison,48
258889,dominic solanke,Delantero,03edb878,daniel jebbison,47
3875,jermain defoe,Delantero,03edb878,daniel jebbison,50
655835,christian saydee,Delantero,efd2ec23,antoine semenyo,45
188201,simon sluga,Portero,ee7c0a5e,james shea,38
61589,marek stech,Portero,ee7c0a5e,james shea,48
284718,harry isted,Portero,ee7c0a5e,james shea,38
127794,sonny bradley,Defensa,bf33b257,alfie doughty,46
121395,matty pearson,Defensa,501ac0cc,reuell walters,37
208244,brendan galloway,Defensa,501ac0cc,reuell walters,40
207037,dan potts,Defensa,38c29201,aidan francis,45
199522,donervon daniels,Defensa,91748070,teden mengi,44
27659,martin cranie,Defensa,2dbd5678,christian chigozie,52
34347,alan sheehan,Defensa,38c29201,aidan francis,48
244040,lloyd jones,Defensa,db317640,tom holmes,48
412474,frankie musonda,Defensa,10cb48b7,daiki hashioka,48
666136,corey panter,Defensa,501ac0cc,reuell walters,54
382553,luke bolton,Defensa,d9e7c4da,joseph johnson,40
595652,peter kioso,Defensa,e726e11e,victor moses,43
337640,glen rea,Medio,de0abf23,zack nelson,42
39827,jacob butterfield,Medio,ca18c8f1,jacob brown,62
110868,ryan tunnicliffe,Medio,b28bbd58,andros townsend,39
121238,george moncur,Medio,788c0277,chiedozie ogbene,41
125685,luke berry,Medio,501ac0cc,reuell walters,33
61583,eunan o'kane,Medio,de5b5570,marvelous nakamba,41
51733,andrew shinnie,Medio,b28bbd58,andros townsend,48
229826,elliot lee,Medio,501ac0cc,reuell walters,50
245805,izzy brown,Delantero,ca18c8f1,jacob brown,67
52576,kazenga lualua,Delantero,0480ebc7,elijah adebayo,43
61711,callum mcmanaman,Delantero,2da834f1,carlton morris,33
543093,josh neufville,Delantero,bfd3801e,joseph taylor,44
62640,james collins,Delantero,2da834f1,carlton morris,44
255703,harry cornick,Delantero,2da834f1,carlton morris,44
129074,jake jervis,Delantero,0480ebc7,elijah adebayo,40
92809,danny hylton,Delantero,0480ebc7,elijah adebayo,38
288259,michael verrips,Portero,17186929,michael cooper,69
123536,simon moore,Portero,17186929,michael cooper,40
526873,jake eastwood,Portero,9c72ae88,luke faxon,43
212829,jack o'connell,Defensa,7399c7a8,jack robinson,59
121324,john egan,Defensa,7399c7a8,jack robinson,36
324351,panagiotis retsos,Defensa,ca76b087,rhys norrington-davies,41
52495,chris basham,Defensa,d91f104d,alfie gilchrist,52
57079,jack rodwell,Defensa,7399c7a8,jack robinson,56
34349,richard stearman,Defensa,0a6cb1b1,harry souttar,55
13520,phil jagielka,Defensa,8d03ca5a,jamie shackleton,48
156939,ben heneghan,Defensa,316a084b,harrison burrows,36
214928,kean bryan,Defensa,316a084b,harrison burrows,38
85706,enda stevens,Defensa,cddf767b,auston trusty,40
146690,george baldock,Defensa,eab957a3,anel ahmedhodzic,40
158703,kieron freeman,Defensa,e4e0deaa,femi seriki,48
333014,sander berge,Medio,9ade9ce1,anis ben slimane,50
156941,john lundstram,Medio,7074c8f1,sam mccallum,38
93905,muhamed besic,Medio,9ade9ce1,anis ben slimane,48
54383,john fleck,Medio,767d9605,sydie peck,40
73547,oliver norwood,Medio,afe1a491,oliver arblaster,60
218087,ben osborn,Medio,9ade9ce1,anis ben slimane,46
66923,luke freeman,Medio,30e81a88,rhian brewster,38
128907,ravel morrison,Medio,9ade9ce1,anis ben slimane,40
252755,richairo zivkovic,Delantero,39072483,callum o'hare,40
156899,ricky holmes,Delantero,d4aa4582,ryan one,50
222024,nathan thomas,Delantero,9228b07c,tom davies,43
291422,lys mousset,Delantero,7923301c,louie marsh,36
298477,oli mcburnie,Delantero,39072483,callum o'hare,48
183299,callum robinson,Delantero,39072483,callum o'hare,64
49542,billy sharp,Delantero,2b08b6e5,billy blacker,67
35416,david mcgoldrick,Delantero,9228b07c,tom davies,46
36859,leon clarke,Delantero,39072483,callum o'hare,58
371021,arijanet muric,Portero,84454067,carlos miguel,37
452707,jordan smith,Portero,84454067,carlos miguel,32
3539,luke steele,Portero,834b5c4c,matz sels,40
565684,george shelvey,Portero,834b5c4c,matz sels,35
415970,joe worrall,Defensa,a4ac4b8f,willy boly,48
248330,chema rodriguez,Defensa,16e9d0ea,alex moreno,38
171376,alexander milosevic,Defensa,16e9d0ea,alex moreno,53
50477,yohan benalouane,Defensa,16e9d0ea,alex moreno,44
102382,michael hefele,Defensa,16e9d0ea,alex moreno,40
9988,michael dawson,Defensa,c393a6c4,andrew omobamidele,44
258032,yuri ribeiro,Defensa,0a4f579a,eric da silva moreira,42
36291,gaetan bong,Defensa,0f41e2ee,morato,35
126321,carl jenkinson,Defensa,16e9d0ea,alex moreno,48
158700,tendayi darikwa,Defensa,0a4f579a,eric da silva moreira,44
425900,jordan lawrence-gabriel,Defensa,0a4f579a,eric da silva moreira,45
565675,jayden richardson,Defensa,0a4f579a,eric da silva moreira,37
359210,alfa semedo,Medio,2d3417a1,ramon sosa,38
89461,samba sow,Medio,2d3417a1,ramon sosa,53
40612,liam bridcutt,Medio,bced0375,ibrahim sangare,36
236997,tiago silva,Medio,4d77e622,jota silva,76
58097,john bostock,Medio,32f60ed8,morgan gibbs-white,33
14081,ben watson,Medio,c1fe2a48,ryan yates,50
503918,tyrese fornah,Medio,c1fe2a48,ryan yates,52
258005,joao carvalho,Medio,2d3417a1,ramon sosa,52
565681,yassine en-neyah,Medio,c1fe2a48,ryan yates,46
92381,sammy ameobi,Delantero,2d3417a1,ramon sosa,55
246351,zach clough,Delantero,15f3ec41,callum hudson-odoi,34
503988,alex mighten,Delantero,de31038e,elliot anderson,37
287167,joe lolley,Delantero,4d77e622,jota silva,40
453594,adama diakhaby,Delantero,4d77e622,jota silva,33
83430,albert adomah,Delantero,de31038e,elliot anderson,43
433257,arvin appiah,Delantero,e5478b87,taiwo awoniyi,40
602200,liam sole,Delantero,2d3417a1,ramon sosa,53
35413,lewis grabban,Delantero,2d3417a1,ramon sosa,43
306166,nuno da costa,Delantero,4d77e622,jota silva,43
341295,tyler walker,Delantero,2fba6108,anthony elanga,31
628220,virgil gomis,Delantero,20b3a502,nicolas dominguez,41
75520,cristian aracena,Portero,e7395aec,mariano monllor,39
600498,joaquin mattalia,Portero,d9caf300,gonzalo marinelli,42
610262,emmanuel cirrincione,Portero,d2313e46,ezequiel centurion,53
334082,rodrigo colombo,Defensa,8681ad73,mauricio cardillo,44
541864,franco ledesma,Defensa,c6a9b5eb,francisco petrasso,56
613086,yair marin,Defensa,772391a5,mauro maidana,61
696974,franco abrego,Defensa,40449bbd,esteban burgos,52
723744,enzo suraci,Defensa,7d3feecd,sheyko studer,50
370534,rodrigo ayala,Defensa,7bee8114,alvaro dionisio,57
723254,enzo mazal,Defensa,1f496f46,mateo ortale,45
540460,emilio porro,Defensa,208eb5fd,joel sonora,43
441075,ignacio iraneta,Medio,ac9faf32,francisco maidana,56
323920,julian marchioni,Medio,2dccbb38,julian ascacibar,62
119625,sebastian mayorga,Medio,e1358992,matias reali,48
543628,nicolas quiroga,Medio,fe8334f8,luis sequeira,57
87878,abel peralta,Medio,9afc9aa0,juan vera,48
610264,maximiliano meza,Medio,e1358992,matias reali,50
610263,lucas fernandez,Medio,2e92fbf9,fredy vera,40
696972,matias viguet,Delantero,e1358992,matias reali,67
538881,lautaro disanto,Delantero,35e2e0df,mauricio asenjo,53
87367,gonzalo klusener,Delantero,777cdbf8,gonzalo rios,74
457249,angel prudencio,Delantero,35e2e0df,mauricio asenjo,47
294884,franco perez,Delantero,d62591d0,fernando romero,59
696973,azarias molina,Delantero,e1358992,matias reali,54
721289,juan manuel romero,Delantero,d62591d0,fernando romero,61
466783,arnau tenas,Portero,cc1c5035,inaki pena,57
182904,clement lenglet,Defensa,97022551,alex valle,48
126540,samuel umtiti,Defensa,b792c59d,gerard martin,38
18944,gerard pique,Defensa,b792c59d,gerard martin,67
605184,jean-clair todibo,Defensa,b792c59d,gerard martin,40
480267,ronald araujo,Defensa,5ccc9672,alejandro balde,50
494880,jorge cuenca,Defensa,2eefd1b3,andres cuenca,72
69751,jordi alba,Defensa,2c6f1580,alvaro cortes,52
231572,nelson semedo,Defensa,1cb49278,andreas christensen,44
364240,moussa wague,Defensa,cc7888f3,pau cubarsi,43
282726,dani morer,Defensa,3fc45c73,inigo martinez,50
362842,arthur melo,Medio,64f76c60,noah darvich,43
65230,sergio busquets,Medio,1bacc518,frenkie de jong,33
85370,sergi roberto,Medio,2bed3eab,eric garcia,42
32467,ivan rakitic,Medio,285ff324,toni fernandez,38
331511,riqui puig,Medio,0d9b2d31,pedri,40
490884,ludovit reis,Medio,04e531b6,pablo torre,43
282727,monchu,Medio,3423f250,raphinha,29
388548,jandro orellana,Medio,04e531b6,pablo torre,46
466809,konrad de la fuente,Delantero,9e1035f8,ferran torres,38
388519,kike saverio,Delantero,e6e7c819,pau victor delgado,40
28003,lionel messi,Delantero,82ec26c1,lamine yamal,50
288230,ousmane dembele,Delantero,04e531b6,pablo torre,38
282810,carles perez,Delantero,04e531b6,pablo torre,43
282722,alex collado,Delantero,ae44e8e2,dani olmo,48
340376,abel ruiz,Delantero,04e531b6,pablo torre,50
308278,rey manaj,Delantero,9e1035f8,ferran torres,45
79422,keylor navas,Portero,b2cd9dff,sergio mestre,32
549069,diego altube,Portero,b2cd9dff,sergio mestre,48
623525,luis lopez,Portero,3061e1ec,andriy lunin,36
164770,raphael varane,Defensa,4958bfb2,dani carvajal,52
25557,sergio ramos,Defensa,2b16b2f5,diego aguado,50
58884,nacho fernandez,Defensa,3cefcaef,ferland mendy,57
31909,toni kroos,Medio,c0617e2b,dani ceballos,43
85288,isco,Medio,0959c2a2,federico valverde,29
627226,reinier,Medio,4f255115,aurelien tchouameni,38
50202,eden hazard,Delantero,a2728fbf,endrick,33
39381,gareth bale,Delantero,3741ca58,arda guler,38
296622,marco asensio,Delantero,a2728fbf,endrick,40
18922,karim benzema,Delantero,a2728fbf,endrick,40
225020,mariano diaz,Delantero,407feb71,brahim diaz,61
44062,antonio adan,Portero,f0f4671c,antonio gomis,74
396341,alex dos santos,Portero,d58f4c7a,alejandro iturbe,45
107010,stefan savic,Defensa,53cad200,cesar azpilicueta,41
156501,felipe,Defensa,5dfc6ad5,axel witsel,47
281769,mario hermoso,Defensa,f0da930c,jose maria gimenez,52
495600,alvaro garcia,Defensa,a4b00319,javi galan,52
476352,renan lodi,Defensa,02c15616,marcos llorente,48
618809,manu sanchez,Defensa,23610943,nahuel molina,48
76061,sime vrsaljko,Defensa,2a295d33,samuel lino,42
388545,ricard sanchez,Defensa,23610943,nahuel molina,44
230784,thomas partey,Medio,4dbd0916,thomas lemar,72
148928,saul niguez,Medio,2a295d33,samuel lino,55
122043,hector herrera,Medio,01eb744d,angel correa,54
396340,oscar clemente,Medio,02c15616,marcos llorente,55
295065,toni moya,Medio,4dbd0916,thomas lemar,48
140776,yannick carrasco,Delantero,df69b544,antoine griezmann,36
67082,vitolo,Delantero,01eb744d,angel correa,22
461617,rodrigo riquelme,Delantero,01eb744d,angel correa,36
548188,german valera,Delantero,01eb744d,angel correa,40
128223,alvaro morata,Delantero,15ab5a2b,julian alvarez,52
274347,ivan saponjic,Delantero,15ab5a2b,julian alvarez,37
399780,dario poveda,Delantero,01eb744d,angel correa,42
26065,miguel angel moya,Portero,374ee424,alex remiro,43
428948,andoni zubiaurre,Portero,ef96e7bf,egoitz arana,36
561702,gaizka ayesa,Portero,ef96e7bf,egoitz arana,50
246291,diego llorente,Defensa,e9ada8cf,javi lopez,42
351809,robin le normand,Defensa,df33ecb5,jon martin,46
43003,nacho monreal,Defensa,44150beb,jon pacheco,58
206947,kevin rodrigues,Defensa,a4b1028a,hamari traore,43
289255,andoni gorosabel,Defensa,5c7845f6,igor zubeldia,48
338424,mikel merino,Medio,8c3c640c,mikel oyarzabal,59
99352,ruben pardo,Medio,3ee0dd59,martin zubimendi,52
59375,david zurutuza,Medio,200e89e1,ander barrenetxea,39
316264,martin ødegaard,Medio,3ee0dd59,martin zubimendi,60
35518,david silva,Medio,1e1378e1,luka sucic,38
569866,roberto lopez,Medio,01e5f06e,sergio gomez,56
616369,ander barrenetxea,Delantero,d0b8e745,orri steinn oskarsson,37
625654,julen lobete,Delantero,16aa3654,takefusa kubo,32
594926,nais djouahra,Delantero,8c3c640c,mikel oyarzabal,36
177847,adnan januzaj,Delantero,686cbe7d,umar sadiq,43
122155,willian jose,Delantero,d0b8e745,orri steinn oskarsson,30
216464,carlos fernandez,Delantero,8eb55dbb,sheraldo becker,45
289236,jon bautista,Delantero,16aa3654,takefusa kubo,40
51710,sergio asenjo,Portero,4eae5bc4,diego conde,42
30749,mariano barbosa,Portero,4eae5bc4,diego conde,31
236956,soufiane chakla,Defensa,c8c8ce16,arnau sola,48
207917,alberto moreno,Defensa,4bd414c1,raul albiol,48
204102,xavi quintilla,Defensa,a1232f4e,eric bailly,40
238868,ruben pena,Defensa,433dc9a2,juan bernat,57
527964,migue leal,Defensa,4bd414c1,raul albiol,38
44412,bruno soriano,Medio,433dc9a2,juan bernat,50
188854,manu trigueros,Medio,f36016a5,ramon terrats,52
15799,santi cazorla,Medio,5ae499d0,santi comesana,67
222571,ramiro guerra,Medio,7155e3e1,pape gueye,43
298983,javi ontiveros,Delantero,52c3244b,thierno barry,52
126716,paco alcacer,Delantero,518f2234,alex baena,45
315110,karl toko ekambi,Delantero,f0f499ea,karl etta,62
627294,fer nino,Delantero,52c3244b,thierno barry,48
8184,ruben martinez,Portero,a01c3d54,aitor fernandez,34
548635,inaki alvarez,Portero,a01c3d54,aitor fernandez,36
298589,david garcia,Defensa,4a633cfe,unai garcia,78
142419,raul navas,Defensa,3a9c4b7b,nacho vidal,48
458586,endika irigoyen,Defensa,e19c989c,jorge herrando,48
62913,lillo castellano,Defensa,274ab13c,catena,45
311440,gorka zabarte,Defensa,4a633cfe,unai garcia,42
63040,oier sanjurjo,Medio,175ece4c,iker munoz,52
396328,luis perea,Medio,0e4fef6e,lucas torro,48
42920,fran merida,Medio,a96103b2,bryan zaragoza,48
71579,inigo perez,Medio,50cbc806,iker benito,55
374082,antonio otegui,Medio,50cbc806,iker benito,40
63056,roberto torres,Medio,50cbc806,iker benito,48
520757,jose hualde,Delantero,46e07328,jose arnaiz,55
242532,rober ibanez,Delantero,46e07328,jose arnaiz,52
167721,chimy avila,Delantero,aad53e64,kike barja,38
45383,adrian lopez,Delantero,46e07328,jose arnaiz,52
114060,enric gallego,Delantero,50cbc806,iker benito,42
251680,brandon thomas,Delantero,a96103b2,bryan zaragoza,50
514514,ivan barbero,Delantero,1f079188,ruben pena,45
223720,jose aurelio suarez,Portero,688b96e3,juan carlos,53
23338,asier riesgo,Portero,63199c01,aleksandar andreev,40
70245,ignasi miquel,Defensa,7e98cff1,miguel gutierrez,55
69660,jonas ramalho,Defensa,c3e66ffe,arnau martinez,37
438001,santiago bueno,Defensa,3e78a188,alejandro frances,39
627717,pau resta,Defensa,c3e66ffe,arnau martinez,43
262939,johan mojica,Defensa,c3e66ffe,arnau martinez,38
132921,aday benitez,Defensa,c3e66ffe,arnau martinez,46
286849,jordi calavera,Defensa,0b32f721,iker almena,48
255284,alex granell,Medio,e7b9ba0d,raul martinez,48
268670,gerard gumbau,Medio,f08490a6,arnaut danjuma,44
785967,ibrahima kebe,Medio,d139daf9,yaser asprilla,37
374077,christian rivera,Medio,e7b9ba0d,raul martinez,48
207924,jozabed sanchez,Medio,349a7574,gabriel osei misehouy,39
176610,pape maly diamanka,Medio,ae48c5cb,ivan martin,41
611174,jofre cherta,Medio,5083a734,yangel herrera,46
67808,borja garcia,Medio,66fa4998,enric garcia,67
131506,samu saiz,Medio,e7b9ba0d,raul martinez,55
593412,ilyas chaira,Delantero,d139daf9,yaser asprilla,54
331496,valery fernandez,Delantero,0b32f721,iker almena,44
243715,sebas coris,Delantero,220c11f1,cristhian stuani,52
376486,marc gual,Delantero,0b32f721,iker almena,50
7893,jonathan soriano,Delantero,220c11f1,cristhian stuani,50
131275,choco lozano,Delantero,5f21b94c,joel roca,38
514085,carlos martinez,Delantero,6cbf8d0d,abel ruiz,50
333323,filip manojlovic,Portero,4a27412a,jiri letacek,36
282409,marcos lavin,Portero,8f8c6934,david soria,43
